"","cm_key","mvar2","mvar4","mvar5","mvar6","mvar7","mvar8","mvar9","mvar10","mvar11","mvar12","mvar13","mvar14","mvar15","mvar16","mvar17","mvar18","mvar19","mvar20","mvar21","mvar22","mvar23","mvar24","mvar25","mvar26","mvar27","mvar28","mvar29","mvar30","mvar31","mvar32","mvar33","mvar34","mvar35","mvar36","mvar37","mvar38","mvar39","mvar40","mvar41","mvar42","mvar43","mvar44","mvar45","mvar49","mvar50","mvar51"
"5661",55661,3,5,3,2,0.0585,0.2986,4,0,4.9355,11,7,1,3,4,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0.0965359914962487,0.104081780232943,0.0804648686803983
"5662",55662,0,2,5,5,0.1652,0,8,0,5.0266,6,10,1,0,3,4,2,3,3,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0.0488657924748655,0.186874691146417,0.0162017134571317
"5663",55663,1,3,10,3,0.4993,0.3838,7,0,5.0105,11,14,1,0,4,3,3,6,3,5,5,0,5,3,4,5,5,7,5,4,2,2,3,2,8,5,6,5,2,2,0,0,0,0,0.0405659053721148,0.0827959435633233,0.0124714991601219
"5664",55664,1,2,8,3,0.0376,0,2,0,1.4705,11,10,1,0,4,1,1,1,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0.0268378706357793,0.0189517132779653,0.0396812885352184
"5665",55665,1,1,8,3,0.0433,0,8,0,1.1557,8,13,1,1,0,0,0,0,3,4,3,4,0,0,0,0,3,4,5,4,1,1,1,1,3,3,3,3,1,0,0,1,0,0,0.0536851974350434,-0.00653440607187015,0.00119796829838616
"5666",55666,3,5,6,3,0.2444,0,8,0,6.7729,18,13,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0.0772322546281709,0.145960263424651,0.0159052577903166
"5667",55667,0,5,1,6,1.5322,0.3466,7,1,2.0395,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.121310762833436,0.00505265801831533,0.141054867756481
"5668",55668,4,3,6,7,0.2856,0.1831,4,1,2.9831,5,11,1,0,3,3,6,1,0,8,7,2,3,4,2,4,5,5,4,6,3,2,2,2,7,6,6,5,1,0,0,1,0,0,0.233898752960836,-0.00700642728766929,0.077344305313261
"5669",55669,0,1,10,5,0.7969,0.3662,7,1,3.9308,11,13,1,0,3,3,3,1,5,0,1,0,3,3,1,4,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.0784934745924403,-0.00390596935458187,0.0854871787650918
"5670",55670,1,3,8,3,0.8491,0.3838,7,0,6.6285,17,14,1,0,3,1,1,0,0,0,3,0,3,4,3,4,0,0,0,0,0,0,0,0,10,7,7,8,0,0,0,0,0,0,0.0330228617350358,0.136962988263731,0.0374178817545004
"5671",55671,1,3,9,6,0.0058,0.1831,3,1,0.472,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0.084151791736484,-0.0261213804879307,0.0851196493351706
"5672",55672,1,3,4,3,0.0333,0,2,0,3.6578,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,1,0,1,4,2,1,1,1,0,0,1,0,0,0.0735052958177909,0.0205009502338478,0.036810842581761
"5673",55673,0,5,5,5,0.6709,0.1155,8,1,3.7607,11,15,1,3,7,3,1,3,3,1,3,4,5,4,4,5,0,0,0,0,0,0,0,0,9,5,4,4,0,0,0,0,0,0,0.084728502746778,0.0251693826346231,0.176580875863619
"5674",55674,1,2,5,3,0.534,0.5669,8,0,4.4542,6,7,1,0,8,7,3,3,1,4,3,4,5,7,7,4,0,0,0,0,0,0,0,0,7,6,7,7,0,0,0,0,0,0,0.0858597864853297,0.206116508897538,0.047821100444925
"5675",55675,4,5,3,10,1.4388,0.5554,10,1,0.0119,14,11,1,3,8,3,3,4,4,5,9,4,7,5,7,7,0,0,0,0,6,5,5,4,10,8,9,6,0,0,1,0,0,1,0.201716217483835,0.0115018650872077,0.121090520252256
"5676",55676,7,4,1,9,4.605,0.7518,10,1,6.3576,12,4,1,0,4,7,6,4,9,9,9,9,5,7,7,5,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.436746481431031,-0.0257314013663364,-0.00232668384311749
"5677",55677,1,3,6,6,0.0193,0,8,1,2.201,6,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0,0,0,0.0631024612469598,-0.0149528297327878,0.0392936972825646
"5678",55678,0,4,7,5,0.7969,0,8,0,4.8362,2,9,1,0,3,0,4,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.043003515710068,0.16977205137176,0.0912365778611681
"5679",55679,4,3,7,7,0.7726,0,8,0,4.3979,11,15,1,0,4,3,3,3,8,4,5,6,7,5,7,5,0,0,0,0,0,0,0,0,9,7,9,7,0,0,0,0,0,0,0.120062964832558,0.116788920023444,0.0190485241225982
"5680",55680,1,2,9,6,0.0859,0,8,1,1.7829,16,14,1,0,1,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0.0611095878486646,-0.00302835700737369,0.00541381431672613
"5681",55681,5,4,5,4,1.3723,0,5,1,5.4518,4,18,1,0,0,0,0,0,0,0,3,6,7,5,7,4,0,0,0,0,0,0,0,0,9,10,10,10,0,0,0,0,0,0,0.215292574705502,-0.00222351363544515,0.0548616367487248
"5682",55682,0,4,1,5,1.838,0,8,1,6.5917,8,14,1,0,1,1,1,1,0,5,0,0,1,2,1,1,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.131299231271896,0.000682313007781261,0.033401450669687
"5683",55683,0,0,9,2,0.0105,0.1831,4,0,2.4212,13,14,1,1,3,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,1,1,1,1,3,1,2,1,0,0,0,0,0,0,0.0219112014302681,-0.00315175977145259,0.0411482652710088
"5684",55684,0,4,10,5,0.7969,0.1831,4,0,4.4228,5,10,1,0,3,0,0,0,0,0,0,0,2,5,5,4,7,7,7,7,2,2,2,2,6,6,5,5,0,1,0,0,0,0,0.0403569358170815,0.0838184822190345,0.125123180053257
"5685",55685,1,1,6,3,1.5417,0,8,0,6.5458,16,13,1,0,10,9,10,9,2,1,2,0,10,6,9,8,0,0,0,0,0,0,0,0,10,10,10,9,0,0,0,0,0,0,0.0786528883966292,0.142113019751992,0.00573517861305741
"5686",55686,0,0,9,3,0.7969,0,1,1,3.3753,14,13,1,0,4,5,3,3,5,3,3,4,3,2,2,3,4,4,5,6,2,2,2,2,6,6,5,6,1,1,0,0,1,0,0.0768650037682098,-0.0171411798790826,0.118433870484643
"5687",55687,3,3,3,5,0.3971,0.1155,2,0,4.4095,11,17,1,0,0,0,0,0,0,0,0,0,5,1,4,4,0,0,0,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0,0.10640717668158,0.152585987779553,0.0421726876433568
"5688",55688,1,1,5,7,0.2959,0.3243,5,0,3.742,8,9,1,0,2,1,2,1,5,0,4,0,4,7,7,6,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0,0.0576219564183656,0.192757793674246,0.0286812729386699
"5689",55689,0,4,5,5,0.7969,0.2986,5,1,6.8332,11,15,1,0,3,3,3,3,3,0,4,0,0,0,0,0,1,0,3,0,5,5,4,5,10,10,9,10,0,0,0,0,0,0,0.0704234639243451,0.00285643523103087,0.208070338573431
"5690",55690,0,4,6,5,0.7969,0,8,1,1.0172,2,12,1,0,2,1,1,1,0,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0.0641107250968859,0.0264146054837209,0.139529947735371
"5691",55691,2,4,4,5,0.1006,0.1831,4,1,1.1914,1,12,1,0,1,1,1,0,6,2,0,0,3,3,4,3,3,3,2,3,1,1,1,1,5,3,3,2,0,0,0,0,0,0,0.0630922651141826,-0.0122466534721346,0.100396763202979
"5692",55692,1,0,7,9,2.0545,0.1831,4,1,5.6968,13,15,1,0,7,4,5,4,6,6,6,7,5,3,4,5,5,6,7,7,6,5,6,8,10,9,10,10,4,0,0,0,0,0,0.0983891459967607,-0.0067604824618791,0.0056425315144895
"5693",55693,0,2,6,4,0.2716,0.5152,7,1,3.709,18,10,1,0,7,1,1,1,2,5,0,3,0,0,0,0,5,4,6,5,2,2,2,2,6,5,4,4,0,1,0,0,1,0,0.0899793467083811,0.0127635918006325,0.110767364479236
"5694",55694,0,7,6,2,0.7969,0.3662,4,0,1.0963,4,12,1,0,0,1,1,1,0,4,3,0,0,0,0,0,1,1,1,3,1,1,1,1,2,2,2,3,1,0,1,0,0,0,0.0155013783454524,0.0589815888200358,0.193088254810001
"5695",55695,1,5,1,5,0.085,0,2,0,4.2453,9,16,1,0,3,4,3,3,0,0,0,4,1,2,2,1,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0.0986957122248468,0.151680796317975,0.00685485541179963
"5696",55696,0,3,10,2,0.0302,0.1831,2,0,2.8398,7,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,0,0,0,0,0.0340901257089412,0.0137375565760878,0.0656594285446052
"5697",55697,0,4,7,7,0.3566,0,1,0,1.9504,13,14,1,1,2,1,2,1,0,5,0,0,1,4,3,3,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0.0258922413756792,0.172287951681563,0.0397983770959115
"5698",55698,4,4,3,6,1.4725,0.2986,5,1,2.9914,13,10,1,0,0,0,0,0,8,6,6,6,4,7,5,7,4,4,5,4,4,3,3,4,9,7,6,7,2,0,0,0,0,0,0.188299169154646,0.00152802529926092,0.0720377826209308
"5699",55699,0,2,3,5,0.7969,0.231,4,1,4.9566,11,15,1,0,3,3,3,3,1,9,8,9,8,9,9,8,4,4,4,4,4,4,3,3,10,7,8,6,1,2,0,1,2,0,0.201882492165516,0.00721761554548316,0.267404931670509
"5700",55700,1,6,2,4,0.0509,0,8,0,2.4486,13,16,1,0,1,0,0,0,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0.0494705038026417,0.143639057760874,0.0414618895387927
"5701",55701,4,4,8,7,1.1868,0.4621,5,0,4.0688,14,14,1,0,3,3,3,3,5,3,3,7,7,4,6,6,7,4,4,4,4,4,4,4,9,8,7,9,1,0,0,2,0,0,0.276930819665685,0.0548815916752466,0.00569900275125925
"5702",55702,0,4,5,5,0.6237,0,8,0,5.9888,3,13,1,0,4,3,3,3,0,0,0,0,5,5,5,5,0,0,0,0,3,3,4,4,7,6,6,8,1,0,0,0,0,0,0.0459642075911885,0.151133387857487,-0.0108352630055661
"5703",55703,0,4,6,3,0.7969,0.231,5,0,3.6064,14,7,1,1,2,0,0,0,0,0,0,0,7,1,7,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0.0526873321833641,0.0784886734881714,0.178403797216409
"5704",55704,0,3,8,2,0.0116,0,8,0,1.9028,16,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0.0280488211297288,0.00984628798018091,0.0163220806357512
"5705",55705,5,1,5,7,0.8564,0.4513,7,0,5.607,3,13,1,1,6,4,2,4,6,7,7,6,3,4,4,4,0,0,0,0,0,0,0,0,10,8,9,9,0,0,0,0,0,0,0.185771590910276,0.147480121140817,0.00143417485648036
"5706",55706,2,8,8,5,0.5199,0.4722,7,0,4.9403,11,14,1,0,3,2,2,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,5,0,0,0,0,0,0,0.0451351139171119,0.143265625628207,0.0510235323560213
"5707",55707,0,5,3,7,0.7969,0,8,1,2.5993,18,13,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,3,3,3,1,6,6,5,4,1,0,0,0,0,0,0.0676726672447298,-0.00191787891499759,0.174587167017552
"5708",55708,1,4,10,6,0.167,0.3243,5,1,1.3877,8,17,1,2,1,0,0,0,8,7,5,6,4,2,3,3,2,4,3,3,2,2,3,1,6,5,7,4,0,0,0,0,0,0,0.0523772968730123,-0.00620915275203626,0.0661119832456944
"5709",55709,0,5,6,8,1.3224,0.1155,3,1,5.3387,7,10,1,1,3,1,7,3,6,7,8,10,3,7,7,5,0,0,0,0,0,0,0,0,10,7,8,10,0,0,0,0,0,0,0.111844723496729,0.0233455188993793,0.138357304068229
"5710",55710,0,4,4,3,0.7969,0,8,0,3.662,18,13,1,0,3,3,3,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,6,0,0,0,0,0,0,0.0475288992472851,0.217869851781694,0.131018977408889
"5711",55711,0,1,5,3,0.0218,0.1831,4,0,1.2848,7,12,1,0,3,3,2,3,4,0,3,3,4,2,4,3,6,6,6,5,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0.0235813549417706,0.0359478855944644,0.0574276675627844
"5712",55712,0,3,6,2,0.0479,0.1831,5,0,1.9398,7,8,1,0,0,0,0,5,0,0,4,0,3,3,4,2,4,4,4,4,1,1,1,0,2,4,2,4,0,0,0,0,0,0,0.0288307440340745,0.0255039695201777,0.0602634746379448
"5713",55713,0,4,6,3,0.0483,0.1155,3,0,1.0273,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,2,0,0,0,0,0,0,0.0221861709098342,0.0152711172183989,0.081787371285368
"5714",55714,0,4,3,7,4.288,0.6148,9,0,4.8297,6,14,1,2,6,6,4,4,9,6,7,8,4,7,5,7,3,3,3,0,5,5,5,5,10,10,10,10,0,1,0,0,0,0,0.0985632698492866,0.162946694156354,0.0316027949358904
"5715",55715,0,1,1,1,0.0178,0.1831,3,0,1.8339,14,3,1,0,0,0,0,0,4,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0.108149357862992,-0.00235676164707535,0.0085643649028239
"5716",55716,5,2,9,8,1.1424,0.3243,5,1,4.8372,18,9,1,0,6,4,1,2,8,0,8,0,7,8,5,8,0,0,0,0,0,0,0,0,8,6,7,6,0,0,0,0,0,0,0.216843530586753,-0.0124613289853483,0.06920793993078
"5717",55717,0,1,10,3,0.0091,0.1831,5,0,3.0931,4,13,1,0,0,0,0,0,0,0,0,0,4,1,2,4,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.0409289599750015,-0.0017128526327389,0.0143071350558571
"5718",55718,0,1,5,6,0.7969,0.1831,4,1,2.1231,5,13,1,0,1,3,5,5,0,3,3,7,4,2,4,4,1,0,5,7,2,2,3,3,6,5,6,7,0,0,0,0,0,0,0.0579041586180977,-0.00410643663836469,0.19170163696034
"5719",55719,4,1,7,6,2.3486,0.7675,10,1,3.3443,12,12,1,0,3,4,6,3,0,4,0,0,4,6,4,5,6,4,5,4,5,4,4,4,9,7,9,8,1,0,0,1,0,0,0.241186423614475,-0.0220206407946369,0.016153602354086
"5720",55720,0,1,9,6,0.7969,0.1831,3,1,1.9259,8,12,1,1,4,2,2,3,4,3,3,1,1,4,1,4,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0.0594917973334366,-0.00629691656198958,0.154928151589442
"5721",55721,0,6,9,3,0.2615,0,2,0,4.756,7,14,1,0,3,0,0,0,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,7,5,6,5,0,0,0,0,0,0,0.0407843013661925,0.143913556184403,0.0581443548568553
"5722",55722,1,1,2,1,0.0302,0,2,0,1.2836,16,13,1,0,0,0,0,0,0,3,0,3,1,2,3,1,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0.0414864028613728,0.0294549165813679,0.0833116161691732
"5723",55723,1,1,9,3,0.1315,0.1155,4,0,5.1956,3,10,1,2,4,0,4,0,3,3,0,0,2,4,1,4,6,6,6,7,2,1,2,1,5,3,4,4,1,0,0,0,0,0,0.0320887199103215,0.0386535694110469,0.0212919030775478
"5724",55724,0,3,8,3,0.7568,0,8,0,2.8277,15,8,1,0,3,3,3,3,0,5,3,0,1,1,1,1,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0,0.0382447701485612,0.145219971830171,0.0245330537483209
"5725",55725,0,4,4,3,0.7969,0,2,0,2.1533,18,12,1,0,3,2,0,0,5,0,3,0,0,0,0,0,5,4,4,5,2,1,1,1,6,4,4,4,2,1,1,0,0,0,0.0186658492905172,0.0929706125606223,0.2190935584172
"5726",55726,0,0,5,2,0.0087,0,8,0,0.3309,5,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0.0314368785599603,0.0277427215818242,0.0309110563424755
"5727",55727,0,6,3,5,0.4394,0,8,1,3.481,14,16,1,0,3,3,3,4,0,0,4,8,0,0,0,0,0,5,4,6,3,3,4,4,5,7,9,10,1,0,0,0,0,0,0.0782561661077516,0.00204634308686922,-0.00507875341270644
"5728",55728,0,4,2,1,0.2971,0.1831,5,0,4.5109,15,10,1,0,7,4,4,4,0,0,0,0,8,5,4,8,0,0,0,0,0,0,0,0,7,5,6,6,0,0,0,0,0,0,0.0771355248533303,0.174035349829336,0.118779311888858
"5729",55729,2,12,7,6,0.0616,0.3243,4,0,2.7003,15,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0.0318991828938119,0.0547240313230993,0.0239497618258692
"5730",55730,0,2,6,4,0.7969,0.1155,3,0,5.286,18,16,1,0,4,3,1,1,0,0,3,3,6,3,4,6,5,4,6,7,5,5,5,3,10,10,10,7,0,1,0,0,0,0,0.0508484989095847,0.119021463265635,0.162092104130501
"5731",55731,0,6,2,2,0.7969,0,8,0,1.4155,18,11,1,0,0,0,0,0,3,0,0,0,2,1,1,2,7,7,6,6,1,1,1,1,5,2,2,2,0,0,0,0,0,0,0.0334694148855033,0.0839905827300196,0.232045543174248
"5732",55732,1,3,2,2,0.9233,0,8,0,6.8828,6,11,1,0,0,0,0,0,4,0,3,4,1,1,1,1,0,0,0,0,5,4,4,1,10,9,9,4,1,0,0,0,0,0,0.0489474460854926,0.111830220560153,0.0304409905781522
"5733",55733,1,3,6,7,0.4273,0.3838,7,1,3.1838,11,9,1,0,5,0,1,1,8,7,6,6,4,7,4,7,5,4,4,4,2,2,3,2,7,5,6,5,0,0,1,0,0,0,0.0859369839404164,0.00559658247739535,0.0854361183587033
"5734",55734,0,3,10,8,0.7969,0.1155,4,1,2.3851,18,9,1,0,1,2,1,1,6,5,7,6,3,1,2,2,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0.0765053600161061,0.000538541488702699,0.179454677554641
"5735",55735,2,9,1,1,0.1354,0,8,0,6.6933,18,18,1,0,9,1,0,0,2,0,0,0,9,8,9,8,0,2,0,0,7,5,4,2,11,10,9,1,1,0,0,0,0,0,0.124558226302508,0.0447512926518332,0.0942863620853415
"5736",55736,0,2,5,6,2.7216,0.4398,7,0,6.5825,11,13,1,0,7,6,4,3,5,7,7,5,5,7,5,7,0,0,0,0,0,0,0,0,10,10,9,9,0,0,0,0,0,0,0.0900469780603584,0.222376966110319,0.0122514965059879
"5737",55737,1,1,5,5,0.9004,0.4513,7,1,6.349,16,13,1,0,3,3,4,3,5,0,3,0,5,4,4,6,0,0,0,0,0,0,0,0,9,8,9,10,0,0,0,0,0,0,0.0967132997891896,-0.00120223440187306,0.0648444486489214
"5738",55738,0,5,4,4,0.0558,0.1155,2,0,1.6391,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,0,0,0,0,0,0,0.0355283791080514,0.0864693853260277,0.137513916691774
"5739",55739,0,3,3,7,2.347,0.3243,2,0,5.8828,9,12,1,0,1,1,3,1,0,0,0,0,4,7,6,7,4,4,4,4,5,5,5,5,10,10,10,10,1,1,0,0,0,0,0.0742679004262331,0.101765884860115,0.0842739427208962
"5740",55740,1,9,2,5,0.0969,0,8,1,0.8921,16,14,1,0,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0.0757581200742581,0.00917469220677971,0.0732455051166161
"5741",55741,2,1,6,5,0.5237,0.1155,3,0,6.9328,16,11,1,0,0,0,3,0,0,0,0,0,9,8,10,7,0,0,0,2,4,4,5,5,7,7,7,7,0,1,0,0,0,0,0.0415231656746399,0.076543293377789,0.0154372349063251
"5742",55742,1,3,8,4,0.1682,0.231,4,0,2.322,18,9,1,0,3,1,1,0,3,3,0,3,4,1,3,4,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,0,0,0.0323928812747957,0.0876776449531921,0.0752138892523433
"5743",55743,0,0,4,3,0.2128,0,8,0,2.6753,1,11,1,0,1,1,1,1,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,0,0,0,0,0,0.0447866813856303,0.139858847918063,0.0341690505595226
"5744",55744,0,4,7,2,0.7969,0,8,0,3.6591,18,11,1,0,2,3,1,2,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0.045477735044634,0.0821694285355532,0.131715703116215
"5745",55745,0,3,2,2,0.7969,0.1831,5,0,3.6223,3,14,1,0,0,0,0,0,4,0,0,0,2,7,7,5,0,0,0,0,0,0,0,0,10,2,4,5,0,0,0,0,0,0,0.0685906024132833,0.144010664188005,0.304313595103207
"5746",55746,0,1,2,7,0.3901,0,8,0,2.4776,1,11,1,0,0,4,0,0,3,4,4,4,0,0,0,0,4,4,3,4,2,2,2,2,6,5,5,5,0,1,0,0,0,0,0.0430285998055994,0.151220340506942,0.0256246398422318
"5747",55747,1,4,2,1,0.0056,0.4722,4,0,0.5482,11,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0563276608709947,0.0239437542879981,0.0870130424153985
"5748",55748,2,3,8,1,0.1113,0.6957,10,0,2.55,13,12,1,1,2,2,2,1,0,0,3,0,6,4,6,4,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,0,0,0,0.0376000207838692,0.0193070665762255,0.0376348121997703
"5749",55749,1,4,1,1,0.1926,0.75,10,0,2.4048,14,6,1,0,4,0,0,0,8,0,0,0,6,4,5,5,0,0,0,0,2,1,1,0,6,1,1,1,0,0,0,0,0,0,0.111897933607632,0.0318475557118874,0.0426351730370104
"5750",55750,0,2,8,6,0.7969,0.1155,3,1,2.0765,16,12,1,4,3,2,3,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,6,0,0,0,0,0,0,0.0533568819886664,0.00885182358139446,0.307585079258914
"5751",55751,0,0,9,3,0.0079,0,8,0,0.6176,12,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,1,1,3,1,2,3,1,0,0,0,0,0,0.0148624926394398,-0.0091634155116814,0.0172661701861424
"5752",55752,11,0,3,5,6.9658,0,8,0,7.0003,15,15,1,0,4,3,3,3,5,9,6,5,6,8,7,7,0,0,0,0,0,0,0,0,11,11,11,10,0,0,0,0,0,0,0.331986166633019,0.147844353346635,-0.0137859056419269
"5753",55753,1,3,1,5,0.23,0,8,0,1.597,7,15,1,0,2,6,0,1,6,0,3,0,3,1,1,3,4,0,0,0,3,3,2,3,5,5,4,4,1,0,0,0,0,0,0.0799707442959085,0.0936961358795531,-0.00221036362540613
"5754",55754,0,4,1,5,0.184,0,8,1,5.1433,14,11,1,0,5,4,4,4,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0,0,0.13366158894353,0.00146779590216022,0.0189775569377074
"5755",55755,1,4,6,4,0.1422,0.1155,2,0,2.2886,14,18,1,0,3,3,3,3,3,3,0,0,0,0,0,0,7,7,7,7,2,2,2,2,5,5,5,5,0,0,0,0,0,0,0.0221861709098342,0.117458600565059,0.0266558275848874
"5756",55756,0,12,1,1,0.0092,0,8,0,1.8784,13,3,1,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0.109360308356941,0.00130332161054894,0.00675273628001925
"5757",55757,0,3,3,8,0.7969,0,8,0,5.1867,11,12,1,0,3,3,3,3,8,8,8,9,8,7,8,8,0,0,0,0,0,0,0,0,9,7,8,8,0,0,0,0,0,0,0.0940388361667239,0.248000316115903,0.136699506975895
"5758",55758,0,2,8,3,0.022,0.652,7,0,2.2101,12,8,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,0.0268378706357793,0.0370456491324477,0.0322168548941344
"5759",55759,2,9,1,2,0.1321,0,8,0,2.4253,11,16,1,0,1,0,0,0,0,3,0,0,4,4,4,2,9,9,8,0,2,2,1,1,6,5,1,1,1,0,0,0,0,0,0.0866903331939832,0.0693876341144124,0.00487086877414827
"5760",55760,0,9,5,3,0.9021,0.1155,4,0,6.0872,2,16,1,0,3,1,1,3,0,0,0,0,3,4,3,4,2,4,4,4,4,4,4,4,10,7,9,7,0,0,1,0,0,0,0.0366441832823398,0.1384583338947,0.0514233786514389
"5761",55761,0,9,3,7,0.0301,0.1155,2,1,1.249,11,7,1,0,7,0,0,0,8,0,3,0,4,3,2,4,4,0,0,0,1,1,1,1,5,1,3,1,0,0,0,0,0,0,0.0904116954698009,-0.00821190734544621,0.274196485047376
"5762",55762,0,4,10,3,0.7969,0,8,0,1.3142,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0312056822148578,0.0342401969143216,0.0845056554416181
"5763",55763,3,1,5,6,0.6436,0.2986,4,1,5.102,16,17,1,0,0,0,3,0,3,4,0,7,8,4,8,7,0,1,3,4,2,3,3,4,7,6,6,9,2,0,0,1,0,0,0.196749638827961,-0.019139900974925,0.0344433411386398
"5764",55764,1,3,3,2,0.2436,0,8,0,3.3151,11,13,1,0,2,2,2,1,0,3,3,0,7,5,7,4,0,0,0,1,2,2,2,3,6,5,5,6,1,0,0,0,0,0,0.0566368609109653,0.130033890588523,0.0230274208180753
"5765",55765,4,4,2,9,2.0621,0.4817,5,0,6.0653,3,13,1,1,1,1,7,5,0,0,3,3,5,6,5,6,0,0,0,0,0,0,0,0,10,10,7,6,0,0,0,0,0,0,0.192097112381557,0.146788288380198,0.058927114607691
"5766",55766,0,8,8,3,0.0322,0.3243,3,0,1.0317,11,15,1,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,0,0,0,0,0,0,0.0297815645814498,0.042216741463358,0.0359615973922238
"5767",55767,0,4,2,2,0.0407,0,8,0,3.3704,11,11,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0.0578097074085554,0.0814339066126638,0.0296058244969743
"5768",55768,3,2,3,3,1.2836,0.3466,5,0,6.375,7,16,1,0,6,7,7,8,0,3,6,4,8,6,8,7,6,7,7,7,5,5,5,5,10,10,10,10,1,0,0,0,0,0,0.15676511820364,0.0736564447223308,-0.000215241177696355
