cm_key,mvar2,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45
56308,0,3,3,5,0.7969,0,8,1,1.7079,18,12,1,2,0,0,0,1,0,1,1,3,4,2,4,3,4,5,6,5,2,2,1,1,5,4,4,4,2,0,0,0,0,0
56309,2,4,7,3,0.9395,0.1155,4,0,4.3045,6,14,1,0,3,1,6,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,10,5,6,6,0,0,0,0,0,0
56310,4,3,2,1,4.0822,0,1,0,6.8806,14,16,3,0,9,6,3,0,3,0,0,0,0,0,0,0,2,3,0,0,7,8,7,1,10,10,10,1,2,0,0,2,0,0
56311,0,2,2,3,0.2185,0,8,0,1.3975,14,7,1,0,3,1,0,0,0,3,0,0,1,1,1,1,4,4,4,0,2,2,2,2,6,5,4,1,0,1,1,0,1,0
56312,0,9,3,3,0.2997,0.1155,6,0,5.6241,11,15,1,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,6,5,4,1,0,0,0,0,0,0
56313,3,2,10,6,0.1029,0.5669,9,0,4.3944,15,11,1,0,1,1,4,2,3,0,0,5,4,4,4,4,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0
56314,0,3,1,1,0.1408,0,3,0,1.1086,18,13,1,0,0,1,0,0,0,3,0,0,0,0,0,0,5,7,0,0,2,2,0,0,5,6,1,1,1,0,0,0,0,0
56315,0,0,10,5,0.0336,0.6148,9,1,1.3244,12,9,1,1,2,1,1,1,0,0,0,0,1,1,1,1,4,4,3,4,1,1,1,1,4,3,2,4,1,0,0,0,0,0
56316,2,2,9,3,0.1158,0,8,0,1.573,16,13,1,3,0,3,1,1,0,0,0,3,4,7,7,2,4,4,4,4,1,1,1,1,5,5,4,5,1,0,0,0,0,0
56317,0,3,6,5,0.7969,0,8,0,2.9321,11,13,1,0,1,1,0,1,3,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0
56318,2,4,9,9,1.5529,0,8,1,2.3593,9,15,1,0,4,3,3,4,0,0,0,2,4,4,4,4,5,6,6,5,6,6,5,6,10,10,8,10,1,0,0,0,0,0
56319,0,8,4,4,1.206,0,2,0,4.4978,11,12,1,1,8,2,1,1,4,0,6,5,4,6,4,5,0,0,0,0,0,0,0,0,10,7,10,6,0,0,0,0,0,0
56320,0,1,9,3,0.1669,0,8,0,1.5179,6,15,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,4,5,3,5,2,0,0,0,0,0
56321,0,1,6,8,0.8314,0,2,1,3.3776,18,16,1,0,1,0,0,1,7,6,6,6,4,4,1,4,4,3,1,0,3,3,3,3,7,6,6,6,2,0,0,0,0,0
56322,0,4,1,3,0.7969,0,8,1,6.8082,8,11,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0
56323,5,4,3,2,0.3793,0,8,0,2.8347,16,15,1,0,3,3,3,1,6,6,5,6,4,4,4,3,0,0,0,0,0,0,0,0,7,5,6,7,0,0,0,0,0,0
56324,1,0,6,7,0.3957,0.5152,6,1,3.8349,8,11,1,0,2,1,0,1,4,4,6,7,6,4,4,5,0,0,0,0,0,0,0,0,7,5,6,5,0,0,0,0,0,0
56325,2,2,6,3,0.573,0,8,0,5.5759,17,16,1,0,1,1,1,1,0,0,0,0,1,1,1,1,6,0,2,0,4,4,3,3,9,7,7,7,0,0,0,0,0,0
56326,5,3,4,5,0.0838,0.1155,2,0,3.5536,18,16,1,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,5,0,0,0,0,0,0
56327,0,4,7,7,2.4621,0.1155,3,1,5.5641,3,14,1,0,2,2,2,1,9,8,8,7,1,1,1,1,0,0,0,0,5,5,5,5,10,8,9,7,0,0,0,0,0,0
56328,1,8,8,3,0.0629,0,1,0,3.5549,8,15,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0
56329,1,6,8,6,0.2315,0.3243,5,1,4.4568,3,10,1,0,2,1,0,1,4,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,5,3,5,4,0,0,0,0,0,0
56330,2,2,3,3,0.3197,0,8,0,2.005,3,13,1,0,3,3,1,3,6,3,6,4,2,1,1,2,0,0,0,0,0,0,0,0,7,6,7,7,0,0,0,0,0,0
56331,1,3,3,6,0.0639,0,8,1,1.8297,16,14,1,0,0,0,0,0,0,0,0,4,2,1,2,1,4,0,0,1,1,1,0,1,5,3,1,3,2,0,0,1,0,0
56332,4,8,6,5,0.6494,0.5669,10,1,5.1186,6,11,1,1,6,8,8,2,7,6,6,7,5,4,4,5,0,0,0,0,0,0,0,0,7,8,7,7,0,0,0,0,0,0
56333,5,5,3,4,0.3146,0.1155,4,0,4.3045,18,14,1,0,0,0,0,0,0,1,0,0,4,7,4,7,0,0,0,0,0,0,0,0,7,4,3,5,0,0,0,0,0,0
56334,0,4,10,4,0.0689,0,8,0,2.2934,5,9,1,0,0,0,3,0,7,4,3,3,4,2,4,3,0,0,0,0,0,0,0,0,4,3,2,3,0,0,0,0,0,0
56335,1,2,2,6,0.2224,0,8,0,3.3839,11,12,1,0,3,1,1,0,4,0,0,3,2,2,1,2,0,0,0,0,0,0,0,0,7,4,4,5,0,0,0,0,0,0
56336,0,2,9,3,0.0615,0,3,0,1.4795,5,10,1,1,0,0,0,0,3,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0
56337,5,2,3,2,5.0358,0.1831,4,0,5.2987,8,13,1,0,5,6,0,3,7,0,0,0,4,4,3,4,7,7,8,8,6,6,6,6,11,10,10,10,0,0,0,0,0,0
56338,2,1,2,6,0.069,0,8,1,1.1223,1,14,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,3,1,5,2,1,1,0,1,0,0,0
56339,0,8,2,1,0.9943,0.4142,10,0,6.9213,13,15,1,0,9,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0
56340,0,7,5,3,0.7969,0.1831,4,0,1.3569,13,7,1,0,0,0,0,0,0,3,2,4,3,3,2,3,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0
56341,0,0,5,3,0.2659,0,8,0,3.2295,17,14,1,0,0,1,0,0,0,0,3,4,4,4,5,3,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0
56342,4,4,7,7,4.6165,0.5365,8,1,6.3338,11,13,1,0,7,6,8,8,9,8,7,8,7,9,7,9,7,7,6,7,6,5,5,5,10,10,10,10,0,0,0,0,0,0
56343,0,2,10,7,0.3205,0,8,1,5.1003,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,3,7,5,4,5,1,0,2,0,0,0
56344,0,4,5,7,0.1109,0,8,1,1.6611,11,16,1,0,0,3,0,0,6,3,0,5,4,4,3,4,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,0,0,0
56345,1,3,7,3,0.0074,0.231,4,0,1.426,7,6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0
56346,1,1,6,3,0.146,0.1155,4,0,1.6321,17,9,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,5,2,1,1,2,5,4,5,6,1,0,0,1,0,0
56347,1,2,6,3,0.1127,0.1155,1,0,3.7793,3,15,1,0,3,1,1,3,6,0,3,3,7,5,7,1,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0
56348,0,3,9,3,0.1849,0.1831,5,0,1.107,7,18,1,2,0,0,0,0,3,0,0,0,6,2,1,6,2,0,0,2,1,2,2,1,5,5,5,4,0,1,0,0,0,0
56349,1,1,5,5,0.8831,0.1155,2,0,6.273,11,15,1,1,1,1,4,2,4,1,3,3,7,5,6,7,4,4,4,4,4,4,4,4,9,8,7,7,0,0,0,0,0,0
56350,4,4,9,10,1.8203,0.6229,7,1,5.0827,18,16,1,1,6,3,3,5,9,7,7,7,8,8,9,4,0,0,0,0,0,0,0,0,10,9,7,7,0,0,0,0,0,0
56351,3,2,3,6,0.5914,0,8,1,4.1229,13,15,1,0,5,3,3,3,4,1,0,6,4,7,7,4,0,1,0,0,3,3,3,3,8,7,6,6,0,2,0,0,2,0
56352,1,0,7,5,1.149,0.4142,7,1,6.6627,6,15,1,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,9,0,0,0,0,0,0
56353,0,10,1,6,0.7969,0.1155,2,1,1.1068,4,18,1,1,1,2,0,0,0,9,6,0,0,0,0,0,0,3,0,0,1,2,1,1,3,6,2,3,0,0,0,0,0,0
56354,8,3,1,4,0.6999,0,8,0,4.7472,6,12,1,0,7,6,8,4,3,3,0,0,3,4,4,1,7,9,0,0,4,4,2,2,8,9,5,5,1,0,0,1,0,0
56355,1,10,6,5,0.2551,0,8,0,3.3223,3,14,1,0,1,1,1,1,2,0,3,4,4,4,4,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
56356,0,4,1,1,0.7969,0,8,0,1.0994,17,10,1,0,0,0,0,0,3,0,0,0,3,1,3,2,4,0,0,0,1,0,0,0,4,1,1,1,1,0,0,0,0,0
56357,0,5,1,5,0.0462,0,8,0,5.3551,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,0,0,0,0
56358,0,3,2,5,0.7969,0.1155,1,1,4.3508,16,15,1,0,0,2,0,0,5,0,0,0,4,2,3,4,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,0,0
56359,0,1,4,5,0.6371,0.3466,9,1,5.4013,9,15,1,0,3,3,3,3,6,0,0,7,1,1,1,1,3,4,3,3,4,2,4,4,6,5,6,7,1,0,0,0,0,0
56360,1,2,2,6,2.7736,0.3243,3,1,6.6718,1,16,1,1,3,0,0,0,5,0,0,0,8,6,7,8,3,0,0,0,5,6,5,1,10,10,6,1,1,0,0,0,0,0
56361,0,2,6,6,0.7969,0.1831,3,1,2.5469,13,7,1,3,1,3,1,1,3,6,3,3,2,2,3,1,4,4,4,4,2,2,2,2,6,5,5,5,0,0,0,0,0,0
56362,0,0,5,8,0.4227,0,2,1,2.0205,11,0,1,0,3,3,3,3,5,2,2,1,2,2,1,3,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0
56363,0,10,1,4,0.7969,0,8,0,1.189,2,13,1,0,1,0,0,1,6,4,0,0,3,2,2,3,0,0,0,0,0,0,0,0,7,4,5,4,0,0,0,0,0,0
56364,0,4,9,3,0.7969,0.1831,4,0,2.122,9,9,1,0,3,1,3,1,3,5,0,3,4,4,3,4,0,2,0,0,2,1,2,2,4,3,4,4,1,0,1,0,0,0
56365,1,1,8,2,0.0046,0,8,0,5.0605,8,13,1,3,0,0,1,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0
56366,1,4,9,5,2.2186,0.8831,10,0,6.7276,11,17,1,0,2,3,3,3,9,8,9,9,3,1,2,2,0,0,0,0,0,0,0,0,10,9,10,10,0,0,0,0,0,0
56367,0,3,6,2,0.0369,0.1155,2,0,2.9758,11,11,1,0,2,1,0,1,7,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0
56368,0,3,3,3,0.0225,0.1831,5,0,2.2636,3,9,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,0,0,0,0
56369,4,3,5,1,0.1156,0.1831,4,0,4.3641,16,12,3,0,3,0,0,0,0,0,0,0,3,5,2,5,0,0,0,0,0,0,0,0,5,5,6,6,0,0,0,0,0,0
56370,0,6,3,2,0.7969,0.231,3,0,5.2163,3,9,1,0,0,0,4,4,3,2,3,0,1,4,4,1,4,3,3,3,3,3,3,3,7,5,5,5,1,0,0,0,0,0
56371,1,12,3,2,0.1116,0.3838,5,0,4.0535,7,15,1,0,0,1,1,1,0,0,0,6,2,2,3,1,6,7,7,8,2,2,2,3,6,4,6,6,0,1,0,0,0,0
56372,0,4,2,2,0.0202,0,8,0,0.9704,18,10,1,0,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0
56373,4,4,5,5,1.6511,0.6617,10,0,6.1489,9,13,1,0,5,4,6,7,1,0,0,6,5,9,8,9,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
56374,0,4,3,2,1.4745,0,8,0,2.3237,9,10,1,0,7,1,0,0,8,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,7,5,1,1,0,0,0,0,0,0
56375,2,2,9,6,0.636,0.231,5,0,4.1936,3,16,1,3,3,4,6,0,6,9,7,7,4,4,4,4,0,0,0,0,0,0,0,0,6,7,7,7,0,0,0,0,0,0
56376,3,1,10,5,0.301,0.6148,9,1,6.6741,7,15,1,0,3,1,3,2,4,5,0,0,4,7,7,5,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
56377,0,12,9,6,0.7969,0.1831,3,0,0.8851,5,12,1,4,1,1,1,1,4,3,0,0,1,1,1,1,3,4,4,5,2,2,2,3,9,4,4,4,0,1,0,0,0,0
56378,0,2,1,3,0.7969,0,8,0,1.5961,11,14,1,0,3,1,1,1,0,0,5,3,5,4,5,4,4,4,0,0,3,3,3,3,5,5,6,5,0,0,0,0,0,0
56379,0,4,2,1,0.7969,0,8,0,1.2813,14,11,1,0,1,0,0,0,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
56380,2,7,7,6,0.0694,0,8,1,1.1532,1,15,1,0,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,3,5,4,3,0,0,0,0,0,0
56381,5,1,8,4,1.4167,0,8,0,5.6584,3,14,1,0,9,7,0,8,8,4,5,4,4,4,3,4,0,0,0,0,0,0,0,0,10,7,6,9,0,0,0,0,0,0
56382,0,2,1,3,0.7969,0,8,1,4.3153,13,11,1,0,1,0,0,0,1,1,0,0,4,1,4,4,4,2,0,0,2,2,1,2,6,4,1,1,1,0,0,0,0,0
56383,0,3,5,4,0.7969,0,8,0,2.0367,11,7,1,0,3,1,2,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0
56384,1,3,5,6,0.2,0.3243,4,1,1.1159,15,6,1,0,0,1,1,3,0,0,4,2,2,4,1,4,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0
56385,1,5,2,1,0.1172,0.231,5,0,0,7,9,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
56386,0,1,2,3,0.0508,0.1155,1,0,0.4696,18,10,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0
56387,1,3,9,8,0.328,0.2682,5,1,2.1341,11,12,1,0,0,0,0,0,0,5,0,0,3,3,4,1,0,0,0,0,0,0,0,0,6,4,5,4,0,0,0,0,0,0
56388,0,2,8,3,0.2161,0,2,1,3.7864,13,10,1,0,4,0,0,0,0,0,3,0,4,3,4,1,4,4,4,4,2,2,2,2,6,5,6,6,0,1,0,0,1,0
56389,0,5,8,6,0.6395,0.3996,5,1,3.5337,14,15,1,0,3,4,3,2,7,0,4,7,5,3,4,5,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
56390,0,6,3,5,0.7969,0.1831,3,1,3.224,6,10,1,0,5,2,3,1,7,0,3,2,4,5,6,4,6,4,5,4,4,3,3,4,10,7,6,8,0,0,0,0,0,0
56391,1,1,3,3,0.3082,0.1831,5,0,3.5727,18,15,1,0,1,3,4,3,6,3,5,4,1,4,3,3,7,7,6,7,3,3,2,2,7,7,6,6,0,0,0,0,0,0
56392,2,5,8,4,0.2436,0.1155,3,0,2.8353,9,14,1,4,4,4,4,4,7,4,4,5,4,9,9,7,7,7,7,0,3,2,2,2,6,5,5,5,0,0,0,0,0,0
56393,0,1,2,5,0.0952,0.1155,3,1,0.6558,18,10,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,1,1,1,0,0,0,0,0
56394,0,6,2,6,0.7969,0.1155,2,1,1.6209,18,14,1,0,3,2,0,0,0,0,0,4,0,0,0,0,5,4,0,2,3,2,2,2,6,4,2,2,4,2,0,2,2,0
56395,0,3,6,4,0.7969,0.1155,1,0,0.7711,16,12,1,0,1,2,1,1,0,2,0,2,0,0,0,0,3,3,3,4,1,1,1,1,3,3,2,3,0,0,0,0,0,0
56396,1,1,6,5,0.4701,0.3838,7,1,1.7996,11,12,1,0,0,0,0,1,6,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,0,0,0,0,0
56397,0,2,2,1,0.0692,0,8,0,2.1501,5,14,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0,0,1,1,0,0,4,4,1,1,1,0,0,0,0,0
56398,0,0,8,2,0.7969,0,2,0,3.5134,3,9,1,0,1,1,1,0,3,0,0,0,4,3,2,4,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0
56399,3,0,2,7,1.196,0.1155,3,1,5.913,4,13,1,0,5,1,3,0,0,0,3,0,4,1,4,4,3,2,4,0,4,5,5,4,10,10,10,7,0,0,0,0,0,0
56400,0,7,3,3,0.158,0,8,0,4.0108,8,16,1,0,0,0,0,1,0,0,0,0,3,1,2,1,4,5,4,5,1,1,1,1,5,4,3,2,1,0,0,0,0,0
56401,2,4,10,6,0.0983,0.4142,9,1,1.7872,7,9,1,1,1,3,1,3,3,0,5,5,4,2,4,2,0,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0
56402,0,2,9,2,0.0476,0.1155,2,0,1.1554,18,7,1,1,0,0,1,0,4,0,0,1,4,3,2,4,0,0,0,0,0,0,0,0,4,2,3,4,0,0,0,0,0,0
56403,1,4,8,3,0.134,0,3,0,2.6065,9,10,1,0,2,0,0,0,8,6,0,3,4,1,4,3,5,6,4,4,1,1,1,1,5,4,3,3,0,0,0,0,0,0
56404,1,3,2,1,0.1046,0,8,0,0.8915,8,14,5,0,2,2,1,0,4,3,4,0,1,2,1,2,0,0,0,0,0,0,0,0,6,3,5,5,0,0,0,0,0,0
56405,0,2,4,3,1.4785,0,3,0,5.8279,18,14,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,10,9,6,8,0,0,0,0,0,0
56406,3,4,3,2,0.2311,0.4993,7,0,4.6952,12,12,1,0,1,1,1,1,5,6,0,5,4,4,4,1,8,8,0,0,2,2,3,3,6,5,6,7,0,0,1,0,0,0
56407,2,4,6,9,0.6734,0.3466,6,1,3.5029,1,15,1,0,5,2,2,3,7,0,1,3,4,5,5,4,0,0,0,0,0,0,0,0,7,8,6,5,0,0,0,0,0,0
56408,0,1,8,4,0.0834,0.1831,4,0,1.2632,6,9,1,1,0,0,3,1,0,3,0,0,1,2,1,2,0,0,3,1,1,1,1,1,5,4,3,4,0,1,0,0,0,0
56409,0,4,1,1,0.0081,0,8,0,0.7299,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
56410,0,4,7,5,0.2419,0.231,5,1,0.9814,16,9,1,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,1,1,1,1,1,4,3,3,2,1,0,0,0,0,0
56411,0,4,10,3,0.0115,0,2,0,1.7402,16,13,1,2,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,2,1,1,1,1,2,1,2,2,2,0,0,0,0,0
56412,1,2,9,6,0.6548,0.2682,5,1,2.4532,6,9,1,0,0,0,3,0,7,10,9,4,4,4,4,4,0,0,0,0,0,0,0,0,5,9,6,8,0,0,0,0,0,0
56413,1,4,5,3,0.028,0.2682,5,0,4.8687,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,1,1,1,1,5,3,3,4,1,0,0,1,0,0
56414,0,0,1,10,0.7969,0.5365,9,1,6.739,8,13,1,0,8,8,7,8,5,8,6,6,10,10,10,10,0,0,0,0,0,0,0,0,11,10,10,10,0,0,0,0,0,0
56415,0,3,2,1,0.0465,0,1,0,1.7078,14,12,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0
56416,0,4,8,2,0.0529,0,8,0,1.5663,16,14,1,3,1,1,1,1,0,3,0,0,0,0,0,0,4,4,4,4,1,2,1,1,3,5,4,3,0,1,0,0,0,0
56417,0,8,2,5,0.234,0.3838,5,1,3.6657,4,6,1,0,3,1,0,0,0,6,3,0,5,1,4,4,0,0,0,0,0,0,0,0,5,6,4,5,0,0,0,0,0,0
56418,2,10,7,6,0.3198,0.5669,6,1,3.4542,18,12,1,3,1,3,1,0,5,3,5,0,4,3,3,4,4,3,1,3,3,2,3,3,5,5,7,4,1,3,0,1,2,0
56419,0,4,5,4,0.1395,0.1155,3,0,1.8652,13,13,1,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,0,0,0,0
56420,1,5,6,3,0.0235,0,8,0,1.193,5,12,1,0,0,1,1,1,0,0,3,0,1,2,2,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0
56421,0,2,9,6,0.9595,0.6148,6,1,5.9778,1,15,1,0,5,4,3,3,0,0,3,0,5,5,4,5,0,0,0,0,0,0,0,0,10,9,9,9,0,0,0,0,0,0
56422,0,3,2,1,0.0399,0,8,0,0,18,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,0,0,0,0,0
56423,1,3,6,1,0.5843,0.1155,3,0,5.0825,5,17,1,0,6,5,6,3,0,0,2,0,4,4,4,5,6,6,7,7,2,0,0,0,8,7,9,8,2,0,0,1,0,0
56424,1,1,7,5,1.1776,0.3466,5,1,3.5018,8,12,1,0,3,3,2,3,3,3,5,3,3,4,4,4,6,6,6,5,4,4,3,3,9,8,8,7,1,0,0,0,0,0
56425,4,4,2,3,0.1852,0.4142,8,0,4.7216,9,14,1,0,3,0,2,3,3,0,2,0,4,3,1,4,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,0,0,0
56426,0,1,9,7,0.4153,0.3466,9,1,3.5257,8,11,1,0,1,4,1,1,6,7,6,6,3,1,2,2,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0
56427,4,9,3,7,0.4271,0.1155,4,0,6.3545,13,15,1,0,6,6,5,5,3,3,3,7,4,4,5,4,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
56428,0,1,7,2,0.7969,0.1831,4,0,2.9196,16,10,1,0,1,0,1,2,1,1,0,0,3,1,3,1,4,4,4,4,2,1,2,2,6,5,5,5,0,0,0,0,0,0
56429,0,3,2,3,0.0176,0,8,0,1.014,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0
56430,4,4,2,1,0.038,0,8,0,1.9783,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,3,10,1,1,0,0,1,0,0
56431,0,3,2,2,0.7969,0,1,0,2.9464,12,13,1,0,1,3,2,0,0,0,0,0,3,1,1,3,7,6,6,7,1,1,1,1,6,4,4,4,0,1,1,0,0,0
56432,0,5,7,2,0.0521,0,8,0,1.0933,7,13,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0
56433,0,2,4,3,0.0262,0.1155,2,0,1.0206,18,7,1,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,0,0,0,0,0,0
56434,1,3,3,3,0.1395,0,8,1,4.5996,14,13,1,0,0,0,0,0,0,0,0,0,10,7,9,10,6,5,5,4,1,1,1,1,6,4,4,4,1,1,0,0,1,0
56435,0,1,3,5,0.7969,0.6957,10,1,6.1369,18,15,1,0,2,1,1,1,0,2,0,0,0,0,0,0,5,4,5,4,4,5,5,5,10,9,10,10,1,0,1,0,0,0
56436,1,1,9,3,0.2442,0,3,0,6.2983,8,14,1,0,0,0,0,0,0,0,0,4,8,10,9,10,3,1,2,1,2,2,2,2,6,5,6,6,2,3,0,0,0,0
56437,0,1,6,3,0.331,0.5669,10,0,4.3462,3,12,1,0,6,5,3,0,4,3,5,3,6,4,4,6,0,0,0,0,0,0,0,0,6,7,6,6,0,0,0,0,0,0
56438,0,3,4,3,0.0624,0,2,0,2.1949,14,14,1,0,0,0,0,2,4,0,0,5,3,4,4,3,5,0,5,6,1,1,2,2,6,3,5,5,0,0,0,0,0,0
56439,2,1,5,6,0.0604,0.4993,8,1,0.5702,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,0,0,0,0,0,0
56440,0,4,2,3,0.7969,0.1155,3,1,5.2197,5,12,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,6,0,0,0,0,0,0
56441,0,4,5,3,0.7969,0.231,4,0,5.1419,14,13,1,0,4,4,4,4,3,0,0,0,4,4,1,5,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0
56442,0,3,5,3,0.7969,0.1155,4,0,3.7047,12,13,1,1,2,1,1,3,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0
56443,0,3,7,3,0.7969,0.1155,2,0,2.4182,9,14,1,0,2,1,1,1,3,0,0,0,2,4,4,4,4,4,4,4,2,2,2,2,5,5,5,4,0,1,0,0,0,0
56444,1,2,8,3,0.0555,0,8,0,1.0953,6,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0
56445,1,3,10,3,0.0519,0,8,0,2.8593,3,8,1,0,3,4,4,4,2,1,0,3,1,3,1,3,4,4,4,4,1,1,1,1,4,3,3,3,0,0,0,0,0,0
56446,2,2,10,7,0.2316,0.4993,9,1,3.7067,11,11,1,1,8,3,3,4,7,0,5,6,2,4,4,2,0,0,0,0,0,0,0,0,6,4,5,5,0,0,0,0,0,0
56447,1,1,9,2,0.0139,0.1155,2,0,1.0544,18,7,1,1,0,0,0,0,0,0,0,0,3,3,1,4,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0
56448,3,5,5,3,0.3544,0,8,0,4.7269,18,12,1,2,3,4,3,3,0,0,0,0,4,4,4,4,4,4,4,4,2,2,1,1,6,5,5,6,1,0,0,0,0,0
56449,1,2,6,2,0.035,0.4142,7,0,1.9417,15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,1,3,1,2,2,0,0,0,0,0,0
